Filename;ActivityName;Location;ReferenceProduct
6653af34-a325-523f-bc9f-185a34cab7ab_95afd325-da9c-481d-aa23-39313028ac2d.spold;treatment of leachate, SLF, waste paint, wastewater treatment;CH;leachate, SLF, waste paint
245b4efb-b244-58af-8f0a-23f61081d8e7_da12111e-ee1a-43c2-8cf8-dc38b7516e8e.spold;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, freezing;GLO;transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO6, R134a refrigerant, freezing
01339634-9497-5ad2-8ea0-360f5bacafd8_5fc3cacd-a696-40e9-ac81-1f89530b8ec6.spold;treatment of residues, MSWI, waste plastic, industrial electronics, residual material landfill;GLO;residues, MSWI, waste plastic, industrial electronics
c5467693-7344-51d7-8bf1-52142ac436de_b38b6557-fb95-4f02-820c-2902c294998e.spold;acetyl chloride production;RoW;acetyl chloride
0919ff1e-de45-547e-9335-767ee8ffa46b_6e57739e-8655-4d87-8324-11ed616e3048.spold;transport, pipeline, long distance, natural gas;NL;transport, pipeline, long distance, natural gas
e7d9d453-e389-57d9-9c5f-393f598ff63d_8cb6c7f7-c5c7-4507-91ea-8094de0dcfe8.spold;stibnite mine operation and beneficiation;CA-QC;stibnite concentrate
a5a36bd5-2c4c-5150-a255-5cf67eeab780_92b3c2d6-e5bf-4b2e-b2ac-1352d6640b58.spold;fodder loading, by self-loading trailer;CH;fodder loading, by self-loading trailer
df0e9fc3-f179-5d5f-824f-ab1829204f0a_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;BR-GO;land tenure, arable land, measured as carbon net primary productivity, annual crop
4aceec7e-4ad2-577a-a336-df9fe2ccd779_b1fe9782-ad6b-46e9-b7e3-2895c1a1e506.spold;treatment of used exhaust air valve, in-wall housing, plastic/steel, DN 125;CH;used exhaust air valve in-wall housing, plastic/steel
ccd72a3d-0487-5589-ae07-16523c930198_6538944f-f942-4e35-90a5-c2b8cc189207.spold;market for used cathode ray tube display;GLO;used cathode ray tube display
df80e8e2-b95b-5010-97ae-786a103f56c0_43c61790-cbeb-493e-8836-279a12ce3e43.spold;market for xylene, mixed;RoW;xylene, mixed
5fcc68e7-86b8-5760-a659-da760d2e8b42_2a905712-55e8-56dc-9f48-e5af3d2eaa2a.spold;market for bottom ash, MSWI, municipal solid waste;RoW;bottom ash, MSWI, municipal solid waste
d3c7a9cb-99ef-56c8-9467-2c63a1d20763_8c7badd9-b1c5-44ed-85c5-8da0aa5fd0aa.spold;wood pellet factory production;RER;wood pellet factory
72112f52-049f-5f69-ad2c-22fd4c84216c_1f82a4fc-f292-4854-90f1-3621a9997ba3.spold;market for sludge, NaCl electrolysis;CA;sludge, NaCl electrolysis
8e8463f1-677d-5d9a-8fad-9410444343df_f8257971-f691-4192-a882-9b923df961d8.spold;polymethyl methacrylate production, sheet;RoW;polymethyl methacrylate, sheet
cdc3574a-76f1-5e3d-bac6-8eb57fcbb246_318bc688-5b2f-56fa-8bab-3c071c0f52bb.spold;nutrient supply from compost;GLO;organic potassium fertiliser, as K2O
d6fb3b16-c296-5142-a692-f2365a25a686_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;market for inorganic nitrogen fertiliser, as N;LT;inorganic nitrogen fertiliser, as N
5ceb0e7d-3338-59fe-b60c-9f6a40243380_1d32d9ef-8f9d-4b72-9d72-ab08b08fa52c.spold;slag landfill construction;CH;slag landfill
df11677c-86d1-5acc-9405-d2451182e91f_1e8b4d56-39a8-4f15-b606-435b988945dc.spold;unreinforced concrete production, 15MPa, with cement, CEM II/B;CH;unreinforced concrete, 15MPa
f3124ae9-9975-561b-a3b3-100223098700_43df1b02-7f7b-5f66-9cc6-f93a64e4b0c3.spold;rare earth oxides production, from rare earth carbonate concentrate;CN-FJ;holmium oxide
f3cef43b-b429-5b0f-a463-04b7acdd6150_dd80f0f2-f4d5-40f0-9035-09c1a7f3f07b.spold;operation, solar collector system, Cu flat plate collector, one-family house, for hot water;RoW;heat, central or small-scale, other than natural gas
13d0b910-988b-57dd-9b1a-39e61d35c654_e35863ed-da3f-4255-a90d-623066f43fd3.spold;market for cheese, from cow milk, fresh, unripened;GLO;cheese, from cow milk, fresh, unripened
53e89196-5feb-5eb0-af5f-a389d281290f_d4ee8f39-342b-4443-bbb9-c49b6801b5d6.spold;concrete block production;RoW;concrete block
cc6cfb3c-869d-59ed-8b8d-a7a0fc186bf2_142f9def-fcb1-486b-b82a-3f384db79acf.spold;niobium mine operation and beneficiation, from pyrochlore ore;RoW;barite
edf471d3-64de-526c-a6e1-dbec93e08571_38652478-ef8c-5417-bdf6-081c2ea7d548.spold;market for sewage sludge, 70% water, WWT-SLF, waste plastic, mixture;RoW;sewage sludge, 70% water, WWT-SLF, waste plastic, mixture
6051bd10-2063-58e1-922d-c45e19b26be9_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, oil;NL;heat, district or industrial, other than natural gas
126a80d8-abec-5847-8558-126fcd2d229d_608fbe34-e5dd-467e-bfae-66a361f6936e.spold;market for bottom ash, MSWI-WWT, WW from particle board production;RER;bottom ash, MSWI-WWT, WW from particle board production
15d73a70-9406-5156-a0e6-519b4e1ad35b_0589d085-d626-4d8a-9282-6792572007d4.spold;mancozeb production;RoW;mancozeb
1d7d9bb0-2a75-5a01-bf70-0ae3b6d4c767_6d2c81d0-5546-4bc3-a4f4-3e88606d539d.spold;folding boxboard carton production;RoW;bark chips, wet, measured as dry mass
7e557578-01b2-5daf-8b48-e0e257f86771_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;FR;heat, district or industrial, other than natural gas
25cdd7a9-f05e-55ae-b52c-f2cac94a79f5_7856dace-7366-43e2-9f81-83d63e579efc.spold;BTX production, from reformate, average;RoW;toluene, liquid
e9f876ab-750c-5fe9-afc3-15b5ec40b3f2_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014;SE;heat, district or industrial, other than natural gas
ba987364-3458-5a9a-a6fa-3f92c4213d86_a0d112fa-63ff-4e92-85b5-b32dd9ebc473.spold;market for residues, MSWI[F], waste vapour barrier, flame-retarded;CH;residues, MSWI[F], waste vapour barrier, flame-retarded
779fd0ec-33fc-554d-9a48-cbbbcd9e89e9_48ffbd64-0927-4c01-9040-c1e5bfed0906.spold;wind turbine network connection construction, small-scale, 6kW, onshore;DE;wind turbine network connection, small-scale, 6kW, onshore
bdce464a-5288-5080-81d3-08fd60a53dcd_4455cc8e-b11c-49db-b984-d4784b0b7971.spold;treatment of sewage sludge, 75% water, WWT, WW from pig iron production, sanitary landfill;RoW;sewage sludge, 75% water, WWT, WW from pig iron production
6874cf14-3630-5b87-8952-726c200d497c_a459eea1-4e62-4daf-9135-1aea9805aa90.spold;market for marine fish;GLO;marine fish
8969e84e-6e9b-5947-a54f-5a4689c74aa7_d69294d7-8d64-4915-a896-9996a014c410.spold;heat and power co-generation, natural gas, 50kW electrical, lean burn;Europe without Switzerland;electricity, low voltage
b51dc89e-2210-5f8a-8611-e88b2d9d7018_531504af-294f-4b4e-b935-783ed2c616d1.spold;market for magnesium factory;GLO;magnesium factory
b03abfea-0966-5cab-8172-503cc4bf7d3e_b1f74287-042b-4171-b90c-b1eb5739f30d.spold;concrete production, 35MPa, for building construction, with cement, CEM II/A;GLO;concrete, 35MPa
a8f6b79e-39fc-50be-9ca3-f0ace9d720c1_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-LN;electricity, high voltage
118bd1b0-f297-5289-929e-ed064e923a48_88527ef9-0bc3-4d7c-918c-93772f91642b.spold;fibre production, viscose;GLO;fibre, viscose
1820f7d0-37f6-50bb-8b3f-0de53cc4db9d_bee6c0d2-4d78-4d50-9574-f9d15cb565a7.spold;treatment of residues, MSWI, waste emulsion paint, residual material landfill;Europe without Switzerland;residues, MSWI, waste emulsion paint
fe7d394f-051b-5157-a65b-f0f391d50e48_71e2f1db-a2c5-44d0-8337-dfff15be974d.spold;heat and power co-generation, wood chips, 6667 kW;IN-OR;heat, district or industrial, other than natural gas
64cd23f4-e2ce-59bd-a8e4-ab88e726d74b_57a41587-d3a4-4a86-91d5-77ee2ffbaa9b.spold;coconut oil production, crude;RoW;coconut oil, crude
7795b4fe-4956-52d2-9fba-a6532c64ee8d_3c2ed2e3-ebe6-42a2-8b3a-27b5008eb924.spold;market for residues, MSWI[F]-WWT-SLF, waste bitumen;CH;residues, MSWI[F]-WWT-SLF, waste bitumen
f2714aa3-fb16-56dd-b79e-45431166d6c9_66c93e71-f32b-4591-901c-55395db5c132.spold;treatment of blast furnace gas, in power plant;CN-TJ;electricity, high voltage
e6459c8f-170e-566f-bb9f-955e0b0e2dcb_1fb2e33c-efb6-42f9-99e0-f9024ace9fcc.spold;market for cleft timber, measured as dry mass;Europe without Switzerland;cleft timber, measured as dry mass
7f47dbd3-e263-56fa-b5ea-32d8381a9b09_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, wind, 1-3MW turbine, onshore;CN-SH;electricity, high voltage
21e1a852-ce92-5341-93ba-bcc2382530ce_3473bca6-5172-44d2-bda1-1f681e891ca8.spold;hardwood forestry, eucalyptus ssp., sustainable forest management;TH;sawlog and veneer log, eucalyptus ssp., measured as solid wood under bark
0ed9de97-5e6e-5a5e-815b-3958399facad_aaa1fb85-4e0e-426e-808a-35987bd8d486.spold;natural gas liquids fractionation;GLO;butane
e42186f2-08c3-59a0-85b9-81d568fb5d9c_a054bea9-7ac1-4df3-874d-5432979488ff.spold;glycine production;RoW;glycine
804129c1-bbe9-5a58-aa4b-42fbf1f78bbf_10f4accf-542d-4baa-a43d-94e16780c1c3.spold;market for yarn, jute;GLO;yarn, jute
90046ca6-7383-553c-9d66-5dad456cac00_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;treatment of residue from cooling tower, sanitary landfill;CH;electricity, medium voltage
999471ff-562f-5108-a66e-1b0efccf809f_f10b8722-4be1-43d5-b17d-c51ad0e29d29.spold;deep drawing, steel, 10000 kN press, automode;RoW;deep drawing, steel, 10000 kN press, automode
2547e085-af59-57ca-83c7-d5044ec81e9e_af6f0e39-5637-4468-9e83-850d772bd206.spold;triethyl amine production;RoW;triethyl amine
f7239c68-f13b-53bc-b354-2283d343da91_1f54e81e-a5bb-482d-b50e-51018d16909d.spold;market for polar fleece, energy use only;GLO;polar fleece, energy use only
ef319b2d-c266-5b62-b745-bc1cb52920da_60e40c5e-8a0e-52f7-8c7f-2664ac536903.spold;treatment of sewage sludge, 97% water, WWT, WW from maize starch production, landfarming;RoW;organic nitrogen fertiliser, as N
0be0ed1f-5b69-560a-a02f-7a5e8722c5a0_eea4367a-96f1-46ca-8c58-8857714fc670.spold;maintenance, light commercial vehicle;RER;maintenance, light commercial vehicle
10fe26b4-3e93-5956-9a6f-9854433196c3_4c2bb0f0-422d-4fb3-bcfe-a36ef1b55874.spold;market for land tenure, arable land, measured as carbon net primary productivity, annual crop;BR-RO;land tenure, arable land, measured as carbon net primary productivity, annual crop
1760ea9d-9891-5d55-9bf7-78b790471f6d_593c0a1c-d1ba-4e22-b456-6d2f5d2962e4.spold;kaolin production;RER;kaolin
9547876d-6c43-5461-9de5-cb5442ff02a7_2496b794-9414-40bf-8545-5b84925b2f5f.spold;transport, passenger car, small size, petrol, EURO 3;RoW;transport, passenger car, small size, petrol, EURO 3
c30c3350-8c43-537a-aca2-161e1c479ae6_fb4bb128-084e-4da3-8227-2ef8ad95da13.spold;market for alkyd paint, white, without solvent, in 60% solution state;RER;alkyd paint, white, without solvent, in 60% solution state
c41aad7b-cc38-5b64-9912-b5c8b5c31510_971337d4-7826-4ec6-bfef-5e5c6dd517be.spold;industrial furnace production, 1MW, oil;CH;industrial furnace, 1MW, oil
a360a483-5513-55b0-9de3-3dd677d4f5a0_ce165995-6d94-44a8-ac3b-d5860c2c7fdb.spold;market for waste plastic, consumer electronics, unsorted;RoW;waste plastic, consumer electronics, unsorted
8b4456a0-7e18-56eb-b47e-83f42a9fa9cd_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation, residual mix, from high to medium voltage;LU;electricity, medium voltage
d12d16b8-6372-54fb-a16e-fcd362e5c858_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;LU;electricity, high voltage
9928b5fa-df66-5137-a423-ab055b799d09_653ca70d-49a6-4c62-ae9c-56b3c00b647c.spold;transport, freight, lorry 16-32 metric ton, unregulated;ZA;transport, freight, lorry 16-32 metric ton, unregulated
18c85ae3-bf50-5de9-89ec-a0e97a282d1b_a2fd8c95-f2db-436a-9f24-f33b17f7975b.spold;market for steel, unalloyed;GLO;steel, unalloyed
ec227954-19a0-5273-a256-d84da48fc66b_c1943501-28f9-4c0c-b855-29270f404916.spold;market for leachate, SLF, wood ash mixture, pure;Europe without Switzerland;leachate, SLF, wood ash mixture, pure
08fe30c8-525a-5465-a2e8-5b28535a1b78_e5effafc-c091-432c-90e9-ac7abb62c403.spold;market for tailing, from uranium milling;GLO;tailing, from uranium milling
7b97e396-ea21-5aa0-888d-1f7923f7fb51_f5707bdf-f7e2-479b-b3ea-99c04de8a927.spold;nutrient supply from ammonium nitrate;RoW;inorganic nitrogen fertiliser, as N
d0ab30d1-b5be-57d6-a65a-d9fad20301a1_dfaef357-a79e-4846-aabc-848b1ab59fbb.spold;market for sawdust, wet, measured as dry mass;CH;sawdust, wet, measured as dry mass
1a4a7083-28be-583d-bd6e-9e6c494fb0b5_3b1d249a-c924-4d6c-8e1f-647f562daa54.spold;clinker production;RoW;electric arc furnace dust
1936c144-edf5-5763-885c-a592efe9e41b_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity, high voltage, import from GB;FR;electricity, high voltage
79172b11-df2b-5afc-b88a-0c67118fc9ab_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity production, photovoltaic, 3kWp slanted-roof installation, single-Si, panel, mounted;UA;electricity, low voltage
77a80901-08ad-5685-a4d7-f2e837bf9eda_dfaef357-a79e-4846-aabc-848b1ab59fbb.spold;suction, sawdust;CA-QC;sawdust, wet, measured as dry mass
58bf5649-0066-589b-b8b9-a6a969f27798_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;LY;electricity, low voltage
f877ddf1-bd8d-5fe0-aa4f-960f6d8c7fae_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, 10MW;CH;electricity, high voltage
0efb74ab-55a8-55e9-9cae-fa467c63c07c_2fe4096e-1e4c-4235-853e-f00afc21adca.spold;bronze production;CH;bronze
a6c37ba6-0c77-5674-b64d-459a94b18e31_fbb039f7-f9cc-46d2-b631-313ddb125c1a.spold;treatment of metal part of electronics scrap, in copper, anode, by electrolytic refining;SE;copper, cathode
f82d95ae-cd3c-5baf-b3d0-6967db865689_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;market for waste polyvinylchloride;LV;waste polyvinylchloride
e89c5007-cd3f-5680-bb76-8faa62f50624_9219c94a-7a25-4a4c-b25d-c096fdd50d47.spold;market for waste polyvinylchloride;IN;waste polyvinylchloride
fad19333-c5de-5794-9b26-3df713f84af8_2e807730-f799-4ace-9bb3-794608662be3.spold;nuclear waste storage construction, interim, for high level radioactive waste before final repository;CH;nuclear waste storage, interim, for high level radioactive waste before final repository
eb37a674-8f8a-573c-abcb-8f1ba16952e6_2669baa0-c363-4ba4-bb4d-6c7cff61d241.spold;market for sawnwood, softwood, dried (u=20%), planed;RER;sawnwood, softwood, dried (u=20%), planed
cd8309a3-7b5e-5134-8297-86dd63b725f8_b6879da1-2a6b-405b-bebd-313029519334.spold;market for residues, MSWI[F], aluminium in car shredder residue;CH;residues, MSWI[F], aluminium in car shredder residue
659e3534-470f-5ff3-ab28-5dad7934730d_eee95138-58c8-4172-9b1f-754ba074325d.spold;market for concrete, normal strength;AT;concrete, normal strength
0b85511f-49a2-57d7-824d-6df2431c5e64_8b2dfb58-660d-44eb-b83f-5d9e28e467db.spold;palm date production, conditioned and dried;GLO;protein feed, 100% crude
a929cd99-c1e3-5a2e-8fd3-af408c92a523_2a6eafba-5dec-4f70-b53d-07b4f9dfb576.spold;treatment of bottom ash, MSWI[F], waste plastic, consumer electronics, slag compartment;CH;bottom ash, MSWI[F], waste plastic, consumer electronics
ea052adb-4c4d-5569-ac36-addcc19ed3a7_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, natural gas, combined cycle power plant;CN-BJ;electricity, high voltage
6389a3ef-d9c5-58be-a2a6-4e7c8a6a8506_54397bee-f5a8-4164-a43e-5dff00da3b10.spold;transport, passenger car, small size, petrol, EURO 4;RoW;transport, passenger car, small size, petrol, EURO 4
51d7b6b2-43af-5ec6-a98d-2d0339d11386_2bdd98d4-0ef8-4c4c-a1b2-f5de5e4786af.spold;air filter production, in exhaust air valve;RoW;air filter, in exhaust air valve
4365d3c1-7991-5d3b-b512-61028d2df919_9652160e-e444-5e32-8d8d-fee7b0001757.spold;market for fertilising, by injection;GLO;fertilising, by injection
64ffdb3d-caef-5506-a803-bc00251a0d67_d69294d7-8d64-4915-a896-9996a014c410.spold;electricity voltage transformation from medium to low voltage;NZ;electricity, low voltage
2c4ba53d-29bb-5fde-b66e-4ddc21ea8a31_d3debd6d-2e09-4291-accc-f2dfd748aee9.spold;market for soybean seed, for sowing;GLO;soybean seed, for sowing
45153b30-f6d1-5d0f-94fb-7221fba70e45_2b91b4f3-fb71-4c9d-bdcf-312039ed8f65.spold;market for cement, type I (SM);US;cement, type I (SM)
fbe61e41-8bd9-5426-8ddf-d2548753ae18_eb27606d-57b8-4a8e-98bd-4a8f1c49be87.spold;market for used bicycle;GLO;used bicycle
ed8068d4-5306-5653-9b15-e2df7cf94b49_66c93e71-f32b-4591-901c-55395db5c132.spold;electricity production, hydro, run-of-river;CA-QC;electricity, high voltage
4e5951de-4ee9-50dd-95d0-055c46c7ac9a_8598208b-dcea-4d29-8bdf-74958b7178c4.spold;market for printed wiring board, surface mounted, unspecified, Pb free;GLO;printed wiring board, surface mounted, unspecified, Pb free
54f874f6-cce7-5150-ac05-c7ca928411ac_759b89bd-3aa6-42ad-b767-5bb9ef5d331d.spold;electricity voltage transformation from high to medium voltage;PH;electricity, medium voltage
b16a413d-abbc-5622-9b9e-4b74acd519b3_ff4734a5-a4a6-4960-bfbd-febae7a64f65.spold;polyethylene production, linear low density, granulate;RER;polyethylene, linear low density, granulate
017d709f-c19f-5638-9775-8b6ceb76b938_971337d4-7826-4ec6-bfef-5e5c6dd517be.spold;industrial furnace production, 1MW, oil;RoW;industrial furnace, 1MW, oil
487e2f01-229b-5e24-8bbb-fb614a0bfe14_0cb00cc5-6a2f-4bce-969e-425b45206734.spold;almond production;US;almond
3e49440b-8492-551a-8536-b4c6cfc4f869_85086b85-ef0a-55c6-be1f-66e45e7aeaaa.spold;market for land use change, pasture, man made;BR-AL;land use change, pasture, man made
653a677c-6d7c-5829-97d0-d5199f5633c7_b39668da-f958-45eb-9870-87cc9394ad72.spold;impact extrusion of steel, hot, 2 strokes;RoW;impact extrusion of steel, hot, 2 strokes
5c71b7b6-1a0c-575f-856a-63cd19ec643f_8aa5cd19-c1ca-49f1-8efb-c7a28f5ad71f.spold;section bar rolling, steel;RER;section bar rolling, steel
2ca31b28-8f48-5766-bebf-ddd23415feac_13a49b8f-8af9-411c-aeda-d3bed0dd5444.spold;market for sewage sludge, 97% water, WWT, WW from particle board production;RER;sewage sludge, 97% water, WWT, WW from particle board production
0a37bc45-ae06-5f13-942f-4694d38abf2d_d30ad511-0d19-4eae-8981-a8d11b965625.spold;market for fish curing plant;GLO;fish curing plant
578cf236-fcc8-531f-8d64-a777e181dc8d_e37574dc-13f9-4d5b-a02e-395a1a237df7.spold;market for bottom ash, MSWI-WWT-SLF, waste polyvinylchloride;GLO;bottom ash, MSWI-WWT-SLF, waste polyvinylchloride
754c2631-189a-5b80-96e9-11b84529f436_ee02b2e7-9c42-4fe3-904b-2a4a6f221656.spold;market for ethoxylated alcohol (AE7);RoW;ethoxylated alcohol (AE7)
f3f38c5b-4e46-5dd7-b641-a40c75a79742_63bf19bc-8cbc-4d14-906e-abfa110dbb5f.spold;market for sulfidic tailings, from gold mine operation;BR;sulfidic tailings, from gold mine operation
ed0b801e-1da8-5371-8c2b-6fee0a06929c_a9007f10-7e39-4d50-8f4a-d6d03ce3d673.spold;natural gas, high pressure, import from DZ;TR;natural gas, high pressure
68ca0950-55cd-5c36-b7ce-95828e331bb7_51ee8234-6dea-42cb-b520-2d879bf53f3d.spold;fleece production, polyethylene;RoW;fleece, polyethylene
490041ad-b5fb-5353-8179-c708bee555fe_6874a6ba-4ed7-47c7-86d7-93ea0d49143c.spold;air compressor production, screw-type compressor, 300kW;RoW;air compressor, screw-type compressor, 300kW
